order_id,product_code,qty,unit_sales_price,order_item_id
4076,PCOA-35002530,4,60.18,5
4077,PCOB-45938069,3,114.8,2
4077,PCOD-00425107,3,128.38,3
4077,PCOD-64412725,2,24.15,1
4077,PCOB-65731174,4,128.7,4
4078,PCOD-70494756,3,69.03,3
4078,PCOE-83477186,3,129.28,4
4078,PCOB-08778556,4,5.0,6
4078,PCOB-01630335,3,112.8,5
4078,PCOE-19567911,1,115.54,1
4078,PCOD-50224107,1,130.98,2
4079,PCOC-69421076,3,76.7,2
4079,PCOD-47188054,2,73.84,1
4080,PCOD-13510570,1,36.63,1
4080,PCOB-09226891,3,112.2,3
4080,PCOC-94126048,2,62.01,2
4081,PCOB-67127929,2,56.12,1
4081,PCOC-02875516,5,84.0,2
4082,PCOC-30438849,4,103.68,3
4082,PCOE-18062851,1,38.72,1
4082,PCOE-55242760,2,49.14,2
4083,PCOE-67201373,3,78.3,1
4083,PCOB-49959278,5,111.6,2
4083,PCOE-67937546,5,32.4,3
4084,PCOD-07651360,1,120.0,1
4084,PCOE-39709355,3,39.59,2
4084,PCOB-18540312,4,91.08,3
4084,PCOC-33034671,5,15.96,4
4085,PCOD-51168627,4,127.44,2
4085,PCOE-38059685,4,47.47,3
4085,PCOD-37505585,2,33.21,1
4085,PCOC-15239603,5,40.94,4
4086,PCOE-00150755,2,54.5,2
4086,PCOA-66999877,5,65.61,3
4086,PCOB-12141092,1,123.75,1
4087,PCOA-97031593,3,105.0,1
4088,PCOD-13380220,4,74.58,2
4088,PCOB-56412943,2,86.4,1
4089,PCOC-26823628,1,55.12,1
4089,PCOD-03462578,5,83.83,4
4089,PCOB-04752913,4,121.9,3
4089,PCOE-38059685,1,46.53,2
4090,PCOB-64512197,5,60.48,5
4090,PCOA-30663830,5,36.8,6
4090,PCOB-95559758,2,92.4,2
4090,PCOA-16757458,1,70.8,1
4090,PCOA-90169307,3,152.07,3
4090,PCOE-88905961,3,53.76,4
4091,PCOE-77744359,5,59.4,2
4091,PCOD-51908608,5,71.4,3
4091,PCOE-11046274,2,160.6,1
4092,PCOB-74354761,5,53.53,5
4092,PCOD-54384817,2,144.84,3
4092,PCOD-77418060,2,124.95,4
4092,PCOD-36551342,1,94.77,1
4092,PCOA-35263955,1,6.12,2
4093,PCOA-52469274,3,4.95,2
4093,PCOE-97513367,1,67.24,1
4093,PCOB-00227600,5,160.8,5
4093,PCOC-06897732,4,59.16,4
4093,PCOA-01558702,3,56.55,3
4094,PCOA-05300254,3,165.6,1
4096,PCOE-26265243,5,119.84,2
4096,PCOE-63913510,2,72.76,1
4096,PCOA-02288623,5,96.72,3
4097,PCOE-75088992,2,38.07,3
4097,PCOE-49546166,4,32.86,6
4097,PCOD-83685350,1,19.26,1
4097,PCOB-75149953,1,38.61,2
4097,PCOD-12507919,2,40.67,4
4097,PCOE-82864122,2,46.56,5
4098,PCOB-94911074,3,119.9,3
4098,PCOB-32641185,2,112.27,1
4098,PCOC-23971620,5,72.68,4
4098,PCOC-61192552,2,71.61,2
4098,PCOC-94126048,5,54.59,5
4099,PCOA-30183478,5,133.56,5
4099,PCOD-55020644,1,133.32,1
4099,PCOD-09798978,3,112.05,3
4099,PCOB-40458804,2,54.28,2
4099,PCOB-20213616,4,69.0,4
4100,PCOD-10763104,2,154.44,1
4100,PCOD-53776415,3,24.2,2
4100,PCOC-01194673,5,82.56,3
4101,PCOA-75099962,3,111.6,3
4101,PCOC-61192552,1,83.16,1
4101,PCOE-21504855,5,69.6,7
4101,PCOC-69268435,3,113.16,4
4101,PCOA-34353411,2,139.7,2
4101,PCOE-53402031,4,80.85,5
4101,PCOD-03664181,4,137.8,6
4102,PCOE-82438296,2,41.4,1
4102,PCOD-54384817,3,133.48,2
4102,PCOC-53225947,5,105.78,3
4103,PCOB-35683107,1,43.0,1
4103,PCOC-76430271,4,69.66,4
4103,PCOB-60254429,2,22.31,3
4103,PCOB-77680897,1,35.64,2
4103,PCOB-54336244,5,2.67,6
4103,PCOC-64828154,4,24.0,5
4103,PCOC-60872139,5,39.9,7
4104,PCOC-76747631,5,93.96,2
4104,PCOA-86190256,4,100.94,1
4105,PCOB-81587076,1,107.67,1
4105,PCOB-03313891,4,155.52,3
4105,PCOA-29114226,5,15.84,4
4105,PCOE-26265243,3,127.33,2
4106,PCOA-68593153,5,25.44,4
4106,PCOB-60254429,4,25.07,2
4106,PCOD-87328820,1,95.04,1
4106,PCOD-52206836,5,30.08,5
4106,PCOA-97031593,4,91.35,3
4107,PCOD-09424852,5,115.2,1
4107,PCOA-75556527,5,81.34,2
4108,PCOE-52879902,3,14.08,2
4108,PCOC-94735291,1,22.36,1
4109,PCOA-82371811,5,133.2,8
4109,PCOE-33540344,1,89.89,1
4109,PCOB-37771611,3,126.0,4
4109,PCOE-48197628,4,114.24,6
4109,PCOB-63061554,3,157.2,5
4109,PCOA-75556527,1,87.15,2
4109,PCOD-39271885,1,24.0,3
4109,PCOB-15509453,5,23.73,9
4109,PCOD-47061738,4,105.78,7
4110,PCOD-00794968,2,53.01,2
4110,PCOE-47121124,4,102.0,3
4110,PCOD-88653986,1,118.17,1
4111,PCOD-82960135,3,73.72,2
4111,PCOC-56652883,1,117.52,1
4112,PCOC-30390647,2,42.33,1
4112,PCOD-60433757,2,88.32,2
4112,PCOD-83330823,4,143.1,4
4112,PCOD-54376562,3,120.54,3
4112,PCOA-55042578,5,67.32,6
4112,PCOB-60254429,4,18.4,5
4113,PCOC-53333507,5,40.94,2
4113,PCOA-39945235,5,42.33,3
4113,PCOC-94639852,5,15.6,4
4113,PCOB-04837815,3,48.6,1
4114,PCOA-77886066,4,23.4,4
4114,PCOC-90912568,5,147.32,5
4114,PCOE-12110895,1,116.63,1
4114,PCOE-20491879,1,87.0,2
4114,PCOC-92946060,1,19.95,3
4115,PCOD-94120663,1,94.77,1
4115,PCOE-48377661,2,111.35,3
4115,PCOC-88400352,1,128.27,2
4115,PCOE-93242190,2,75.48,4
4116,PCOC-19381264,1,18.63,1
4116,PCOC-94126048,1,46.64,2
4116,PCOC-89749685,4,54.45,3
4117,PCOD-35328072,2,109.74,3
4117,PCOA-46031348,1,141.61,1
4117,PCOA-51745979,2,122.1,4
4117,PCOB-56612018,1,21.85,2
4118,PCOA-16076144,4,61.02,3
4118,PCOB-63255009,4,108.29,4
4118,PCOB-24884036,4,10.0,5
4118,PCOD-05911043,4,53.76,6
4118,PCOE-21504855,1,84.8,1
4118,PCOC-03048731,2,107.1,2
4119,PCOD-98073343,4,44.03,3
4119,PCOA-97031593,5,112.35,5
4119,PCOD-83685350,2,20.52,1
4119,PCOB-04837815,4,45.0,4
4119,PCOC-06897732,3,55.76,2
4120,PCOD-07353572,1,50.88,1
4121,PCOA-45764363,4,27.28,3
4121,PCOC-21346829,3,148.96,1
4121,PCOD-02852355,3,123.75,2
4122,PCOA-77886066,1,30.94,1
4122,PCOB-79642486,4,50.6,3
4122,PCOB-75124459,5,68.9,4
4122,PCOE-47788240,2,167.31,2
4123,PCOD-34696050,5,48.16,3
4123,PCOD-98073343,3,41.81,2
4123,PCOD-71533417,2,30.03,1
4124,PCOD-71174522,4,24.84,5
4124,PCOE-33272165,5,45.9,6
4124,PCOA-38723482,3,126.72,3
4124,PCOE-42113615,1,56.1,1
4124,PCOB-56412943,3,118.8,4
4124,PCOB-20341639,1,69.54,2
4125,PCOE-08401813,5,37.6,4
4125,PCOA-30663830,1,33.92,1
4125,PCOC-42539855,5,33.48,5
4125,PCOD-50464902,3,3.6,3
4125,PCOA-38528862,1,59.4,2
4126,PCOA-39758180,3,72.8,2
4126,PCOB-26007765,4,25.96,3
4126,PCOE-83477186,2,136.96,1
4127,PCOE-95331733,3,71.69,2
4127,PCOB-36390681,1,19.55,1
4128,PCOB-49125846,2,120.96,1
4128,PCOE-98026837,4,16.15,2
4128,PCOA-35002530,5,51.33,4
4128,PCOD-10763104,4,118.69,3
4129,PCOE-02869957,3,53.76,4
4129,PCOB-61424717,4,73.6,5
4129,PCOA-83129950,5,46.56,6
4129,PCOD-83685350,2,20.16,2
4129,PCOE-53402031,2,66.99,3
4129,PCOE-23124073,1,74.88,1
4130,PCOA-43446775,5,56.0,4
4130,PCOE-91728725,3,41.71,2
4130,PCOB-15509453,1,21.84,1
4130,PCOE-82994561,5,25.76,5
4130,PCOC-56652883,4,125.43,3
4130,PCOD-87289876,5,51.84,6
4131,PCOB-07594607,5,10.79,5
4131,PCOA-33933903,1,143.64,1
4131,PCOD-13737052,4,87.36,4
4131,PCOC-94126048,2,62.01,2
4131,PCOC-84111593,3,91.63,3
4132,PCOC-07431965,3,36.16,2
4132,PCOD-90515463,4,15.84,3
4132,PCOB-39798471,2,98.1,1
4132,PCOA-62811898,4,109.44,4
4132,PCOB-12620164,4,113.75,5
4133,PCOE-04641534,3,21.0,3
4133,PCOC-96348900,1,6.0,1
4133,PCOB-65948388,1,73.6,2
4133,PCOA-51745979,4,125.43,4
4133,PCOE-11102926,4,37.06,5
4133,PCOE-81307387,5,112.32,6
4134,PCOD-26936978,5,73.26,2
4134,PCOD-07353572,3,55.2,1
4134,PCOB-11193425,5,59.59,3
4134,PCOB-19869751,5,9.09,4
4135,PCOC-35397229,4,69.3,5
4135,PCOB-65377805,1,52.64,1
4135,PCOD-39678976,5,57.6,7
4135,PCOC-98436912,4,63.36,6
4135,PCOB-03313891,3,118.08,2
4135,PCOC-54685831,3,139.32,3
4135,PCOB-31448154,3,128.52,4
4136,PCOA-03391515,3,6.54,2
4136,PCOE-48197628,1,84.48,1
4137,PCOE-23011199,4,108.64,2
4137,PCOA-65777822,1,19.09,1
4138,PCOB-32421874,4,5.46,2
4138,PCOE-21385301,5,45.1,3
4138,PCOE-14869103,3,84.0,1
4139,PCOE-02869957,4,59.92,4
4139,PCOB-94760953,3,6.51,2
4139,PCOD-09784138,4,115.5,5
4139,PCOC-85732842,4,30.4,6
4139,PCOA-88167526,1,122.08,1
4139,PCOE-51945112,3,27.14,3
4140,PCOB-12649531,5,75.9,4
4140,PCOC-22927681,4,60.32,3
4140,PCOB-22498037,3,158.7,2
4140,PCOD-51168627,5,118.0,5
4140,PCOE-60841974,2,62.25,1
4141,PCOD-97357507,4,27.59,1
4142,PCOC-11445235,3,96.46,1
4142,PCOD-48428956,3,14.4,2
4142,PCOD-54376562,4,149.94,3
4142,PCOD-05373579,5,114.4,4
4143,PCOD-51432000,2,6.64,1
4143,PCOE-42573695,2,6.88,2
4143,PCOA-46031348,5,121.38,3
4144,PCOE-20491879,1,77.25,1
4145,PCOD-39678976,2,76.16,1
4145,PCOA-98322321,5,129.27,3
4145,PCOA-24884402,4,85.14,2
4146,PCOC-20604603,3,15.0,1
4146,PCOD-85883975,4,118.11,3
4146,PCOE-37781826,4,63.13,4
4146,PCOB-37771611,3,142.8,2
4146,PCOC-33034671,5,12.18,5
4147,PCOA-74411330,4,103.79,3
4147,PCOD-29793596,5,157.5,4
4147,PCOD-09424852,2,125.28,1
4147,PCOA-77790369,2,12.1,2
4148,PCOC-75607636,1,147.32,1
4148,PCOC-33950727,4,163.52,3
4148,PCOB-61979715,3,79.21,2
4148,PCOB-31448154,4,117.18,4
4148,PCOB-50174687,4,52.47,5
4149,PCOE-80625007,3,144.43,2
4149,PCOA-47612348,4,74.46,4
4149,PCOC-94793668,4,133.34,5
4149,PCOA-95355180,3,27.9,3
4149,PCOB-88070015,2,150.96,1
4150,PCOC-77439113,3,101.79,2
4150,PCOC-69268435,2,110.7,1
4150,PCOD-80733777,5,42.12,4
4150,PCOC-06404388,4,54.0,3
4150,PCOC-65660340,5,141.6,5
4151,PCOC-22626544,4,33.6,2
4151,PCOA-34569156,3,94.08,1
4152,PCOB-34531716,3,36.36,1
4152,PCOA-41118720,3,144.97,2
4153,PCOE-93242190,2,63.24,1
4153,PCOC-58275109,5,73.6,4
4153,PCOC-87259179,5,27.36,5
4153,PCOB-49125846,4,125.28,3
4153,PCOE-12120031,3,50.6,2
4154,PCOE-10048614,5,100.94,3
4154,PCOE-39367689,1,101.65,1
4154,PCOB-20698278,4,23.92,2
4154,PCOB-29485406,5,52.53,4
4155,PCOC-55902039,3,82.49,3
4155,PCOB-31448154,5,147.42,6
4155,PCOB-40110770,1,125.28,1
4155,PCOC-30390647,5,61.2,7
4155,PCOB-96862567,5,53.95,8
4155,PCOD-25714769,5,88.2,9
4155,PCOA-11301414,4,18.7,5
4155,PCOA-82498493,1,146.64,2
4155,PCOD-68892508,3,31.32,4
4156,PCOB-12878556,1,114.46,1
4156,PCOD-53776415,2,23.32,2
4156,PCOC-96348900,3,6.6,3
4156,PCOE-60841974,5,69.75,4
4157,PCOD-87289876,1,61.02,1
4157,PCOC-98436912,3,56.76,3
4157,PCOB-26485076,1,146.28,2
4158,PCOD-25498237,2,22.88,4
4158,PCOC-27926251,1,138.75,1
4158,PCOE-95279539,4,79.56,6
4158,PCOB-94503088,2,141.78,5
4158,PCOD-50224107,1,92.13,2
4158,PCOB-72772528,1,67.41,3
4158,PCOB-65948388,4,107.64,7
4159,PCOE-86894448,3,25.92,2
4159,PCOD-68892508,4,40.68,3
4159,PCOE-48563507,4,71.5,4
4159,PCOD-03664181,1,137.8,1
4160,PCOE-74772091,4,134.07,2
4160,PCOE-57782375,2,118.72,1
4161,PCOD-47188054,4,61.77,4
4161,PCOD-20691051,2,125.08,1
4161,PCOB-67709674,2,108.8,2
4161,PCOA-96110409,2,134.55,3
4161,PCOE-32162691,5,124.0,5
4162,PCOD-39678976,1,76.8,1
4162,PCOC-47267239,2,154.08,2
4163,PCOB-50136097,3,11.3,1
4164,PCOA-30663830,4,28.48,3
4164,PCOB-01630335,2,82.72,2
4164,PCOC-33950727,5,129.94,5
4164,PCOC-11445235,4,101.76,4
4164,PCOE-73361891,1,101.52,1
4165,PCOE-80119182,2,15.12,3
4165,PCOC-43545473,3,6.56,4
4165,PCOC-15476688,4,71.78,5
4165,PCOE-47842323,1,120.64,1
4165,PCOB-20535680,1,15.75,2
4165,PCOE-14869103,5,120.75,6
4166,PCOE-80201537,5,99.75,5
4166,PCOA-39899271,1,102.85,1
4166,PCOB-37183089,3,53.3,3
4166,PCOA-26339566,1,18.27,2
4166,PCOA-28496844,3,66.6,4
4167,PCOE-21385301,5,59.95,3
4167,PCOC-08154648,2,44.28,1
4167,PCOA-51745979,3,132.09,2
4168,PCOB-49797922,4,36.58,2
4168,PCOB-74354761,2,59.36,1
4168,PCOD-52589477,5,87.36,4
4168,PCOA-16561777,4,38.54,3
4169,PCOD-70494756,1,63.13,1
4169,PCOC-27892175,5,47.0,5
4169,PCOA-52257439,4,3.24,4
4169,PCOC-11542718,3,88.0,3
4169,PCOE-20491879,2,81.0,2
4170,PCOB-64966149,1,21.4,1
4170,PCOA-13274833,5,155.76,3
4170,PCOA-16018915,4,76.44,2
4171,PCOC-73705890,5,96.96,2
4171,PCOC-54038924,1,128.38,1
4172,PCOC-73705890,5,89.89,2
4172,PCOA-25038079,1,35.52,1
4173,PCOB-03830239,3,104.72,3
4173,PCOD-13737052,2,100.88,1
4173,PCOB-09671902,5,10.9,5
4173,PCOB-28911381,5,14.45,6
4173,PCOC-93332801,2,119.0,2
4173,PCOD-11504955,3,7.0,4
4174,PCOD-80733777,1,36.0,1
4174,PCOE-49546166,5,25.73,2
4175,PCOB-98622015,2,88.92,1
4176,PCOA-77747587,2,63.18,1
4176,PCOE-80119182,4,12.74,2
4176,PCOC-90869927,4,75.6,3
4176,PCOB-29328316,5,34.56,4
4177,PCOB-04386810,4,67.71,2
4177,PCOE-80625007,5,158.73,4
4177,PCOB-17585856,4,7.2,3
4177,PCOE-47474050,1,76.44,1
4177,PCOA-02288623,5,114.4,5
4177,PCOA-32076884,5,39.55,6
4177,PCOB-12649531,5,77.22,7
4178,PCOE-55495134,1,129.6,1
4178,PCOA-57869973,5,33.0,5
4178,PCOA-90169307,4,113.71,3
4178,PCOC-24317627,3,25.76,2
4178,PCOD-41688549,4,108.9,4
4179,PCOD-03462578,2,85.49,1
4179,PCOC-57185154,3,23.0,2
4179,PCOE-00150755,5,57.5,3
4180,PCOA-62811898,3,92.34,4
4180,PCOB-62850961,1,87.0,1
4180,PCOD-45975565,4,66.24,5
4180,PCOD-63470702,1,105.28,2
4180,PCOB-09226891,1,87.72,3
4181,PCOC-93332801,5,113.05,3
4181,PCOC-94639852,2,11.83,1
4181,PCOD-85730253,2,67.89,2
4182,PCOD-13737052,1,112.32,1
4182,PCOC-69421076,4,70.2,2
4183,PCOC-76668412,3,95.55,1
4183,PCOA-80133431,5,64.5,3
4183,PCOC-37035413,5,25.07,4
4183,PCOA-54303753,3,18.63,2
4183,PCOB-96687447,5,73.6,5
4184,PCOE-40793334,4,130.2,3
4184,PCOC-42539908,2,6.58,1
4184,PCOC-03048731,3,102.0,2
4184,PCOB-10983499,5,72.42,4
4186,PCOB-18598056,1,22.32,1
4186,PCOC-85459818,3,53.12,2
4187,PCOC-41001167,2,49.28,1
4187,PCOD-03462578,5,97.94,2
4187,PCOB-74354761,5,52.47,3
4188,PCOC-11542718,3,75.68,1
4188,PCOA-80078739,4,2.76,2
4189,PCOA-73287762,1,47.84,1
4189,PCOE-64959550,1,45.58,2
4189,PCOD-83685350,4,17.1,4
4189,PCOE-39709355,1,39.96,3
4191,PCOA-77747587,4,74.1,3
4191,PCOC-84325343,1,123.2,1
4191,PCOC-52016207,1,110.88,2
4192,PCOE-60841974,1,73.5,1
4192,PCOA-67874415,5,63.22,5
4192,PCOD-74367121,2,67.28,2
4192,PCOD-61920756,3,53.9,4
4192,PCOB-01630335,2,92.12,3
4193,PCOA-71144718,2,151.04,3
4193,PCOB-18325080,3,26.4,4
4193,PCOE-51945112,1,22.31,1
4193,PCOA-90183385,1,24.44,2
4194,PCOC-29852533,2,66.5,2
4194,PCOD-39985628,2,101.25,3
4194,PCOE-89773036,2,101.7,4
4194,PCOC-15239603,4,44.16,5
4194,PCOB-35626196,1,51.52,1
4195,PCOD-84386268,2,42.5,2
4195,PCOD-34696050,3,40.42,4
4195,PCOB-29965327,5,125.16,5
4195,PCOD-62332571,1,130.9,1
4195,PCOA-33203004,5,147.63,6
4195,PCOC-94618168,2,116.44,3
4195,PCOD-05373579,5,102.3,7
4196,PCOD-63470702,3,109.98,4
4196,PCOB-06798341,5,109.0,5
4196,PCOB-38445906,1,25.76,1
4196,PCOE-35867017,2,29.43,3
4196,PCOE-50914926,1,69.35,2
4197,PCOD-09424852,5,135.36,2
4197,PCOB-94863802,5,119.72,3
4197,PCOB-03632168,1,103.5,1
4198,PCOB-95559758,3,119.9,4
4198,PCOA-65828660,5,34.92,6
4198,PCOC-57359951,1,114.49,1
4198,PCOB-75124459,2,74.75,2
4198,PCOA-49295571,3,146.52,5
4198,PCOC-53925087,2,24.03,3
4199,PCOE-03981366,1,56.4,1
4199,PCOE-62622816,2,37.74,3
4199,PCOC-05474067,1,26.88,2
4200,PCOB-26007765,5,20.24,1
4201,PCOE-80369462,3,68.25,1
4202,PCOD-13510570,4,38.11,4
4202,PCOB-26007765,5,17.82,6
4202,PCOE-57782375,1,117.66,1
4202,PCOD-12466682,5,141.61,7
4202,PCOE-23949362,4,53.04,5
4202,PCOC-84377529,2,52.48,2
4202,PCOA-06982604,3,82.39,3
4203,PCOB-88070015,5,158.36,2
4203,PCOA-13274833,1,106.92,1
4204,PCOA-93596844,2,134.64,2
4204,PCOE-95279539,2,68.68,3
4204,PCOB-29965327,2,138.57,4
4204,PCOD-60052393,2,90.9,5
4204,PCOA-22152552,1,64.68,1
4206,PCOD-03406368,4,18.48,2
4206,PCOE-19567911,5,122.96,3
4206,PCOC-14586131,1,105.6,1
4206,PCOC-08020128,5,96.32,4
4207,PCOD-51432000,4,8.72,3
4207,PCOC-09347901,5,19.57,5
4207,PCOB-51496604,1,86.13,1
4207,PCOD-51908608,4,51.0,4
4207,PCOD-03664181,1,113.1,2
4208,PCOB-65377805,3,44.8,1
4208,PCOB-65646075,4,19.8,3
4208,PCOE-38059685,4,39.95,4
4208,PCOB-08410779,3,109.14,2
4209,PCOA-46031348,2,95.2,1
4209,PCOA-82371811,5,127.28,2
4209,PCOA-75556527,5,99.6,3
4210,PCOB-04386810,5,60.39,3
4210,PCOA-15796396,2,105.3,2
4210,PCOC-77359299,1,9.02,1
4211,PCOA-03681424,1,12.87,1
4211,PCOC-54379608,3,30.24,2
4212,PCOC-27892175,2,49.5,2
4212,PCOD-98694102,4,105.78,4
4212,PCOE-86894448,4,29.43,5
4212,PCOD-46713572,2,23.1,3
4212,PCOE-04641534,1,17.22,1
4213,PCOD-46713572,5,26.18,2
4213,PCOC-33950727,2,164.98,1
4213,PCOD-10855671,5,33.33,3
4214,PCOE-45171170,2,20.71,2
4214,PCOA-29739235,1,120.6,1
4214,PCOD-13380220,4,55.44,3
4215,PCOC-58275109,4,67.2,3
4215,PCOA-06982604,3,87.78,1
4215,PCOE-25836750,3,121.68,2
4216,PCOD-96434422,3,63.44,4
4216,PCOA-66999877,3,93.15,5
4216,PCOD-48428956,1,20.16,1
4216,PCOA-78871622,2,132.08,2
4216,PCOB-69350003,2,22.56,3
4217,PCOA-99529805,5,51.45,2
4217,PCOC-91891817,1,160.29,1
4218,PCOB-88644667,4,68.85,2
4218,PCOC-24720447,4,69.36,3
4218,PCOA-18038142,1,57.27,1
4219,PCOC-88491259,3,55.2,1
4219,PCOE-99919634,3,95.7,2
4219,PCOA-33933903,3,107.1,3
4219,PCOD-46713572,5,25.3,6
4219,PCOE-80201537,4,86.1,5
4219,PCOD-73404766,3,15.47,4
4219,PCOC-27185628,5,46.0,7
4220,PCOE-29723300,4,56.58,2
4220,PCOE-88905961,5,40.32,3
4220,PCOA-30663830,3,33.28,1
4220,PCOD-39927080,5,98.4,4
4220,PCOE-47842323,5,116.0,5
4221,PCOA-25038079,2,29.44,1
4221,PCOA-29114226,3,16.48,2
4222,PCOB-65731174,1,126.5,1
4222,PCOB-36390681,5,19.04,2
4223,PCOB-22229560,5,71.4,4
4223,PCOA-43446775,2,74.9,2
4223,PCOD-71515939,4,58.4,3
4223,PCOD-04889945,1,56.16,1
4224,PCOB-29485406,3,52.53,6
4224,PCOC-66298614,1,70.72,1
4224,PCOD-15817441,1,145.23,2
4224,PCOE-55242760,3,34.02,7
4224,PCOC-30602617,3,93.74,8
4224,PCOA-44815681,2,19.19,4
4224,PCOC-63931226,1,24.07,3
4224,PCOB-88702864,2,83.6,5
4225,PCOE-80369462,4,73.45,3
4225,PCOC-56637358,3,72.75,2
4225,PCOB-65646075,1,21.56,1
4226,PCOE-77744359,5,70.8,5
4226,PCOE-40145435,1,71.34,1
4226,PCOA-34569156,5,115.2,6
4226,PCOB-29234832,1,5.6,2
4226,PCOB-51584964,2,57.68,3
4226,PCOA-30663830,3,37.44,4
4226,PCOD-93759922,5,105.73,7
4227,PCOB-95559758,2,95.7,1
4227,PCOC-73705890,3,107.06,3
4227,PCOB-49401552,4,76.95,5
4227,PCOC-23205388,2,117.5,2
4227,PCOE-58796558,3,63.72,4
4228,PCOB-17339427,1,58.83,1
4228,PCOC-24317627,5,30.8,4
4228,PCOD-39829128,1,114.39,2
4228,PCOA-12754858,3,60.6,3
4229,PCOD-77418060,3,130.9,2
4229,PCOE-27763183,4,24.03,3
4229,PCOC-94126048,2,43.99,1
4230,PCOB-12620164,4,118.75,1
4231,PCOC-68350214,2,128.8,1
4231,PCOC-30390647,2,43.86,2
4231,PCOB-35626196,3,46.46,3
4232,PCOE-47121124,2,109.2,1
4232,PCOC-64828154,4,20.16,2
4233,PCOE-58434386,5,6.3,4
4233,PCOC-28144375,1,80.56,1
4233,PCOE-99282732,1,138.04,2
4233,PCOE-86530491,1,161.66,3
4234,PCOB-75964138,4,12.21,2
4234,PCOB-17339427,2,48.76,1
4235,PCOB-29234832,5,6.37,2
4235,PCOA-44815681,3,21.28,1
4236,PCOC-41001167,4,51.48,4
4236,PCOD-20639779,2,62.05,1
4236,PCOA-35263955,3,6.96,2
4236,PCOE-96877052,5,8.16,5
4236,PCOA-79944264,3,82.45,3
4237,PCOB-18540312,1,110.88,1
4237,PCOD-70743230,3,97.92,2
4238,PCOB-75124459,5,58.5,7
4238,PCOC-68406571,3,9.54,4
4238,PCOD-25498237,2,19.14,3
4238,PCOC-98436912,1,70.62,1
4238,PCOC-84325343,3,115.36,5
4238,PCOB-35881487,5,59.0,8
4238,PCOD-39678976,4,63.36,6
4238,PCOD-13510570,1,33.3,2
4239,PCOC-65660340,5,114.0,4
4239,PCOD-20616693,3,116.39,3
4239,PCOE-30419841,1,71.28,1
4239,PCOD-91873109,1,84.24,2
4240,PCOC-80417097,1,63.92,1
4240,PCOC-01194673,5,98.9,6
4240,PCOC-00384590,2,35.52,4
4240,PCOC-73760367,3,38.88,5
4240,PCOB-03830239,1,116.62,2
4240,PCOE-58796558,1,56.05,3
4241,PCOB-94503214,4,87.12,2
4241,PCOA-09434451,2,65.92,1
4242,PCOB-59585644,2,85.14,2
4242,PCOA-66999877,3,73.71,4
4242,PCOC-36253376,1,7.7,1
4242,PCOA-70457321,4,31.05,5
4242,PCOA-19532764,2,123.12,3
4242,PCOC-74266463,4,90.09,6
4243,PCOE-82994561,4,18.4,3
4243,PCOB-12620164,5,135.0,4
4243,PCOE-06895116,3,108.36,2
4243,PCOA-39321694,5,16.15,5
4243,PCOD-02609011,1,62.4,1
4244,PCOC-91891817,4,161.66,2
4244,PCOA-64625968,5,162.72,3
4244,PCOD-10036615,1,113.36,1
4245,PCOD-27571405,1,98.28,1
4245,PCOA-11059322,3,12.36,3
4245,PCOC-98052247,2,87.2,2
4245,PCOC-66940149,4,39.24,5
4245,PCOA-91898103,3,87.48,4
4246,PCOA-67874415,3,49.3,2
4246,PCOA-18038142,1,67.62,1
4246,PCOD-47061738,3,117.39,3
4247,PCOE-06895116,2,143.64,2
4247,PCOB-35257239,2,64.26,3
4247,PCOB-51789620,2,148.5,4
4247,PCOB-12878556,3,112.1,7
4247,PCOC-71818734,5,87.98,8
4247,PCOC-60872139,2,42.0,5
4247,PCOC-41841877,5,43.43,9
4247,PCOB-39798471,1,82.8,1
4247,PCOB-28516494,2,127.27,6
4248,PCOE-72553432,1,30.42,1
4248,PCOC-14586131,3,135.96,3
4248,PCOD-42163119,5,20.58,5
4248,PCOD-10855671,2,37.29,2
4248,PCOE-48563507,3,74.1,4
4249,PCOE-23949362,2,55.12,1
4249,PCOD-24092272,3,61.64,2
4249,PCOB-81587076,3,111.0,3
4250,PCOD-90953837,4,39.22,5
4250,PCOC-26823628,1,50.88,1
4250,PCOA-58333956,1,154.44,2
4250,PCOC-58963226,3,47.38,4
4250,PCOC-54379608,1,31.64,3
4251,PCOD-88653986,4,102.01,2
4251,PCOC-57359951,5,87.74,4
4251,PCOE-49740955,4,60.6,3
4251,PCOC-41001167,2,45.76,1
4252,PCOA-95668448,4,82.82,1
4253,PCOA-37797683,1,3.24,1
4254,PCOE-12110895,2,111.28,2
4254,PCOA-95668448,5,95.94,3
4254,PCOE-96544132,1,79.2,1
4254,PCOA-47612348,5,60.59,4
4254,PCOB-54336244,5,2.97,5
4255,PCOC-36253376,4,7.21,6
4255,PCOA-33933903,3,138.6,4
4255,PCOE-58200659,4,46.02,7
4255,PCOC-85459818,3,63.36,5
4255,PCOD-98073343,1,36.26,1
4255,PCOA-79944264,2,87.3,3
4255,PCOE-08995500,1,117.16,2
4256,PCOC-53333507,2,37.72,1
4256,PCOC-88491259,2,51.0,2
4256,PCOC-84111593,2,87.01,3
4256,PCOD-60949716,3,148.03,4
4257,PCOC-90912568,2,121.92,2
4257,PCOA-13664938,3,86.32,6
4257,PCOB-29328316,1,38.16,1
4257,PCOB-32421874,3,6.84,7
4257,PCOD-80733777,2,38.16,3
